ticker,price,target_price,stop_price,prob_win,prob_stop,beta,vol_ratio,turnover_oku,action,reason
5991.T,3301.0,3510.4,3196.3,0.3431,0.5581,1.23,1.29,20.9,⏸️ WAIT,確信度不足
7911.T,4725.0,5095.1,4539.9,0.3431,0.564,1.25,1.5,75.3,⏸️ WAIT,確信度不足
4061.T,3286.0,3485.7,3186.1,0.343,0.5607,1.11,1.07,22.7,⏸️ WAIT,確信度不足
6703.T,2573.0,2773.7,2472.6,0.343,0.5406,1.65,0.97,14.0,⏸️ WAIT,確信度不足
4502.T,5666.0,5877.6,5560.2,0.3428,0.5531,-0.31,1.11,217.3,⏸️ WAIT,確信度不足
3092.T,1114.0,1157.3,1092.4,0.3426,0.5561,0.09,1.22,29.3,⏸️ WAIT,確信度不足
4733.T,8107.0,8514.3,7903.4,0.3426,0.5483,-0.07,1.65,14.5,⏸️ WAIT,確信度不足
6723.T,3192.0,3500.1,3037.9,0.3426,0.5594,1.56,1.02,326.9,⏸️ WAIT,確信度不足
8088.T,2118.5,2229.9,2062.8,0.3426,0.551,0.4,0.91,16.8,⏸️ WAIT,確信度不足
9007.T,1805.5,1853.5,1781.5,0.3424,0.5526,-0.03,1.31,23.9,⏸️ WAIT,確信度不足
4816.T,3045.0,3215.4,2959.8,0.3423,0.5554,-0.31,0.96,12.7,⏸️ WAIT,確信度不足
6504.T,12650.0,13548.6,12200.7,0.3423,0.5662,1.38,0.96,87.4,⏸️ WAIT,確信度不足
1803.T,2360.0,2498.9,2290.6,0.3421,0.5478,0.65,1.08,99.1,⏸️ WAIT,確信度不足
4568.T,2772.0,2909.9,2703.1,0.3421,0.5518,-0.38,1.25,146.1,⏸️ WAIT,確信度不足
6366.T,693.0,741.6,668.7,0.342,0.559,1.19,1.18,12.2,⏸️ WAIT,確信度不足
6976.T,9209.0,10384.9,8621.1,0.3419,0.5678,2.22,1.06,2770.5,⏸️ WAIT,確信度不足
1969.T,4395.0,4592.1,4296.4,0.3416,0.5648,0.95,0.95,25.2,⏸️ WAIT,確信度不足
7867.T,3639.0,3816.3,3550.4,0.3415,0.5503,0.17,1.97,21.8,⏸️ WAIT,確信度不足
9401.T,5685.0,5895.9,5579.6,0.3415,0.5537,0.27,1.26,14.6,⏸️ WAIT,確信度不足
6632.T,967.2999877929688,1014.2,943.8,0.3414,0.5467,0.6,0.98,14.0,⏸️ WAIT,確信度不足
6758.T,3632.0,3815.7,3540.1,0.3411,0.5561,0.35,0.97,544.5,⏸️ WAIT,確信度不足
8411.T,8654.0,9098.7,8431.6,0.3411,0.5633,0.46,1.34,704.1,⏸️ WAIT,確信度不足
9433.T,3031.0,3127.6,2982.7,0.3411,0.549,0.0,1.49,232.5,⏸️ WAIT,確信度不足
2433.T,1302.0,1371.6,1267.2,0.341,0.5483,-0.02,1.14,11.8,⏸️ WAIT,確信度不足
6834.T,5090.0,6121.1,4574.4,0.341,0.5592,3.5,0.99,40.5,⏸️ WAIT,確信度不足
9020.T,3493.0,3612.0,3433.5,0.341,0.5594,0.23,1.05,93.1,⏸️ WAIT,確信度不足
3402.T,1237.0,1299.0,1206.0,0.3409,0.5549,0.64,1.13,51.4,⏸️ WAIT,確信度不足
6961.T,9730.0,10848.6,9170.7,0.3407,0.5634,2.42,0.7,11.5,⏸️ WAIT,確信度不足
7267.T,1664.0,1755.1,1618.4,0.3407,0.5516,0.57,1.04,224.0,⏸️ WAIT,確信度不足
8795.T,4929.0,5151.7,4817.6,0.3407,0.5474,0.39,1.06,72.2,⏸️ WAIT,確信度不足
9989.T,3665.0,3761.4,3616.8,0.3407,0.5624,0.12,0.94,17.5,⏸️ WAIT,確信度不足
4021.T,7878.0,8312.4,7660.8,0.3406,0.5595,1.02,1.41,45.0,⏸️ WAIT,確信度不足
4911.T,3404.0,3622.4,3294.8,0.3406,0.551,0.28,1.37,83.2,⏸️ WAIT,確信度不足
7599.T,1203.0,1241.2,1183.9,0.3406,0.5444,0.5,1.03,11.3,⏸️ WAIT,確信度不足
9142.T,3506.0,3609.7,3454.1,0.3405,0.5492,0.03,1.08,24.6,⏸️ WAIT,確信度不足
2914.T,6693.0,6898.0,6590.5,0.3404,0.5546,0.03,1.27,225.9,⏸️ WAIT,確信度不足
8630.T,6774.0,7036.0,6643.0,0.3404,0.5599,0.09,1.21,150.9,⏸️ WAIT,確信度不足
9434.T,246.89999389648438,254.8,242.9,0.3403,0.5687,0.05,1.43,188.8,⏸️ WAIT,確信度不足
9744.T,3310.0,3393.3,3268.4,0.3403,0.5517,0.09,1.24,12.4,⏸️ WAIT,確信度不足
2264.T,1106.0,1157.3,1080.4,0.3402,0.5647,-0.02,1.42,22.5,⏸️ WAIT,確信度不足
8306.T,3661.0,3836.1,3573.4,0.3401,0.5605,0.37,1.33,1411.4,⏸️ WAIT,確信度不足
3687.T,2185.0,2417.3,2068.9,0.34,0.5599,2.0,0.63,20.4,⏸️ WAIT,確信度不足
4385.T,3826.0,4169.3,3654.4,0.34,0.5464,0.48,0.97,77.4,⏸️ WAIT,確信度不足
9202.T,2935.0,3018.1,2893.5,0.34,0.5641,0.37,1.04,72.8,⏸️ WAIT,確信度不足
8725.T,5091.0,5312.6,4980.2,0.3398,0.5588,0.11,1.27,202.6,⏸️ WAIT,確信度不足
9684.T,2881.0,3073.6,2784.7,0.3397,0.5678,0.35,1.12,28.7,⏸️ WAIT,確信度不足
2871.T,2171.0,2245.4,2133.8,0.3396,0.5513,-0.18,1.14,27.2,⏸️ WAIT,確信度不足
3635.T,1644.5,1713.4,1610.0,0.3396,0.5574,0.09,0.97,12.1,⏸️ WAIT,確信度不足
9301.T,1538.5,1585.6,1514.9,0.3396,0.5734,0.12,1.12,12.3,⏸️ WAIT,確信度不足
9412.T,1916.0,2049.4,1849.3,0.3396,0.5584,0.94,0.88,32.5,⏸️ WAIT,確信度不足
1719.T,1862.0,1921.9,1832.0,0.3394,0.5453,0.33,1.22,13.1,⏸️ WAIT,確信度不足
7181.T,1767.5,1848.5,1727.0,0.3394,0.5537,0.29,1.41,34.6,⏸️ WAIT,確信度不足
6027.T,5530.0,6459.3,5065.4,0.3393,0.5603,-1.93,1.68,17.6,⏸️ WAIT,確信度不足
2897.T,2937.5,3041.6,2885.4,0.3391,0.5561,-0.32,1.23,34.1,⏸️ WAIT,確信度不足
5406.T,2021.0,2095.4,1983.8,0.339,0.5602,0.47,1.14,29.5,⏸️ WAIT,確信度不足
6532.T,7337.0,7796.2,7107.4,0.3387,0.5497,-0.03,0.99,75.5,⏸️ WAIT,確信度不足
2607.T,4372.0,4556.9,4279.6,0.3386,0.5571,0.04,1.22,11.1,⏸️ WAIT,確信度不足
4631.T,4612.0,4928.9,4453.6,0.3386,0.5637,1.09,0.88,31.5,⏸️ WAIT,確信度不足
6465.T,5305.0,5489.3,5212.9,0.3386,0.5547,0.03,1.22,20.9,⏸️ WAIT,確信度不足
6472.T,370.1000061035156,392.3,359.0,0.3386,0.5477,1.05,0.97,14.2,⏸️ WAIT,確信度不足
8331.T,2729.0,2877.0,2655.0,0.3386,0.5461,0.55,1.76,94.9,⏸️ WAIT,確信度不足
2875.T,10005.0,10401.3,9806.9,0.3385,0.5485,0.06,0.97,50.3,⏸️ WAIT,確信度不足
6855.T,6490.0,7204.3,6132.9,0.3384,0.5641,2.08,1.03,33.0,⏸️ WAIT,確信度不足
7004.T,1147.0,1210.3,1115.4,0.3383,0.5642,1.16,0.92,14.0,⏸️ WAIT,確信度不足
9064.T,1981.0,2056.3,1943.4,0.3383,0.5658,0.14,1.31,21.5,⏸️ WAIT,確信度不足
6951.T,6855.0,7362.4,6601.3,0.3382,0.5685,1.12,0.87,23.9,⏸️ WAIT,確信度不足
4062.T,19560.0,22311.4,18184.3,0.3381,0.5724,1.91,0.91,1943.7,⏸️ WAIT,確信度不足
5201.T,5537.0,5793.3,5408.9,0.3381,0.5616,0.94,1.18,64.6,⏸️ WAIT,確信度不足
5711.T,5022.0,5641.6,4712.2,0.3381,0.5604,1.5,1.1,96.1,⏸️ WAIT,確信度不足
5801.T,3981.0,4495.7,3723.6,0.338,0.5726,1.94,0.99,936.1,⏸️ WAIT,確信度不足
7282.T,5149.0,5447.6,4999.7,0.338,0.5405,1.12,1.19,33.5,⏸️ WAIT,確信度不足
7762.T,2210.0,2436.9,2096.6,0.3379,0.5456,1.67,1.04,45.8,⏸️ WAIT,確信度不足
3994.T,5941.0,6640.1,5591.4,0.3377,0.574,0.54,0.8,28.6,⏸️ WAIT,確信度不足
2501.T,1838.0,1907.9,1803.1,0.3376,0.5637,-0.11,1.14,19.0,⏸️ WAIT,確信度不足
4626.T,4720.0,4761.9,4699.1,0.3375,0.5687,0.2,1.5,14.2,⏸️ WAIT,確信度不足
6361.T,4247.0,4578.3,4081.4,0.3375,0.5636,1.13,1.24,124.5,⏸️ WAIT,確信度不足
6971.T,3551.0,3735.3,3458.9,0.3375,0.5607,0.7,1.51,179.6,⏸️ WAIT,確信度不足
7270.T,2619.5,2739.6,2559.4,0.3374,0.5488,0.52,1.17,110.3,⏸️ WAIT,確信度不足
8015.T,7553.0,8033.3,7312.9,0.3374,0.5533,0.8,1.25,188.3,⏸️ WAIT,確信度不足
9041.T,3517.0,3607.1,3471.9,0.3374,0.5615,-0.03,1.32,20.7,⏸️ WAIT,確信度不足
4369.T,2922.0,3185.7,2790.1,0.3373,0.5689,1.44,1.14,12.7,⏸️ WAIT,確信度不足
5857.T,3555.0,3883.6,3390.7,0.3372,0.5668,1.29,1.01,19.7,⏸️ WAIT,確信度不足
5334.T,7205.0,7749.9,6932.6,0.3371,0.5489,1.16,0.93,115.4,⏸️ WAIT,確信度不足
1332.T,1170.0,1213.9,1148.1,0.337,0.5503,-0.21,0.92,22.9,⏸️ WAIT,確信度不足
6586.T,5256.0,5472.9,5147.6,0.337,0.5601,0.59,1.6,31.7,⏸️ WAIT,確信度不足
4307.T,4901.0,5206.4,4748.3,0.3368,0.5497,0.07,0.92,115.9,⏸️ WAIT,確信度不足
5301.T,1987.5,2158.7,1901.9,0.3367,0.5618,0.98,1.19,48.7,⏸️ WAIT,確信度不足
2768.T,5739.0,6048.4,5584.3,0.3365,0.5667,0.57,1.05,68.9,⏸️ WAIT,確信度不足
9107.T,3397.0,3622.0,3284.5,0.3365,0.5633,-0.16,1.3,137.8,⏸️ WAIT,確信度不足
1515.T,3340.0,3852.1,3083.9,0.3364,0.5614,1.97,1.27,23.4,⏸️ WAIT,確信度不足
4722.T,2420.0,2434.9,2412.6,0.3364,0.5366,-0.0,1.49,15.7,⏸️ WAIT,確信度不足
5803.T,4982.0,5578.0,4684.0,0.3363,0.5672,2.01,1.02,1973.5,⏸️ WAIT,確信度不足
6869.T,1786.5,1884.8,1737.4,0.3363,0.5668,0.01,1.07,51.0,⏸️ WAIT,確信度不足
4527.T,2788.0,2920.3,2721.9,0.3362,0.5414,-0.21,1.04,24.5,⏸️ WAIT,確信度不足
6674.T,4962.0,5306.6,4789.7,0.3362,0.563,1.43,0.88,35.3,⏸️ WAIT,確信度不足
7189.T,4866.0,5138.1,4729.9,0.3362,0.5605,0.53,1.33,18.0,⏸️ WAIT,確信度不足
7532.T,726.0999755859375,768.2,705.1,0.336,0.5715,0.85,1.25,133.5,⏸️ WAIT,確信度不足
9104.T,7046.0,7495.3,6821.4,0.336,0.5722,-0.25,1.37,191.4,⏸️ WAIT,確信度不足
4186.T,8054.0,8703.0,7729.5,0.3359,0.5633,1.45,1.32,55.9,⏸️ WAIT,確信度不足
6779.T,2844.0,3222.4,2654.8,0.3359,0.5708,2.06,1.26,41.9,⏸️ WAIT,確信度不足
5344.T,54460.0,59334.3,52022.9,0.3355,0.5694,2.02,0.66,66.5,⏸️ WAIT,確信度不足
4204.T,2473.5,2553.9,2433.3,0.3354,0.5552,0.38,1.23,36.0,⏸️ WAIT,確信度不足
4082.T,2407.0,2839.9,2190.6,0.3352,0.5582,2.08,0.56,14.9,⏸️ WAIT,確信度不足
3197.T,3301.0,3446.4,3228.3,0.3351,0.5746,-0.33,0.93,32.6,⏸️ WAIT,確信度不足
4922.T,5575.0,5829.3,5447.9,0.3351,0.5609,-0.17,1.2,16.2,⏸️ WAIT,確信度不足
5016.T,3695.0,4051.1,3516.9,0.3351,0.5662,1.54,0.76,806.5,⏸️ WAIT,確信度不足
2181.T,284.1000061035156,297.5,277.4,0.3349,0.5462,0.28,0.91,32.4,⏸️ WAIT,確信度不足
8050.T,8920.0,10208.6,8275.7,0.3349,0.5444,1.69,1.14,70.8,⏸️ WAIT,確信度不足
2269.T,4257.0,4438.9,4166.1,0.3348,0.5402,-0.15,1.08,42.5,⏸️ WAIT,確信度不足
4403.T,2599.0,2701.9,2547.6,0.3348,0.564,0.34,0.76,28.4,⏸️ WAIT,確信度不足
6762.T,2808.5,3033.6,2696.0,0.3348,0.5594,1.53,1.11,311.4,⏸️ WAIT,確信度不足
7731.T,1702.5,1812.6,1647.5,0.3348,0.5429,0.56,1.06,32.6,⏸️ WAIT,確信度不足
4680.T,1173.5,1277.6,1121.4,0.3347,0.5587,0.44,0.82,34.5,⏸️ WAIT,確信度不足
6273.T,68160.0,72794.3,65842.9,0.3345,0.5702,1.16,1.23,168.2,⏸️ WAIT,確信度不足
8604.T,1664.5,1746.0,1623.8,0.3345,0.5547,0.6,1.11,133.7,⏸️ WAIT,確信度不足
8802.T,3602.0,3764.0,3521.0,0.3345,0.5483,0.32,1.07,115.5,⏸️ WAIT,確信度不足
4565.T,1204.0,1312.0,1150.0,0.3344,0.5769,-0.59,0.95,19.5,⏸️ WAIT,確信度不足
6923.T,3461.0,3616.6,3383.2,0.3344,0.5413,0.71,0.85,16.3,⏸️ WAIT,確信度不足
7013.T,2665.0,2900.9,2547.0,0.3344,0.5698,1.18,0.9,369.4,⏸️ WAIT,確信度不足
7956.T,1912.5,2002.7,1867.4,0.3343,0.5325,0.33,0.99,20.7,⏸️ WAIT,確信度不足
7649.T,1264.0,1320.5,1235.8,0.3342,0.5778,0.09,1.18,36.0,⏸️ WAIT,確信度不足
1414.T,1241.0,1273.6,1224.7,0.3339,0.5587,0.07,0.97,13.1,⏸️ WAIT,確信度不足
1928.T,3361.0,3458.9,3312.1,0.3339,0.5682,0.17,1.1,97.2,⏸️ WAIT,確信度不足
2222.T,2543.5,2681.9,2474.3,0.3338,0.5439,-0.17,0.6,31.2,⏸️ WAIT,確信度不足
6432.T,7160.0,7603.3,6938.4,0.3338,0.5426,1.11,0.97,17.5,⏸️ WAIT,確信度不足
7186.T,1899.0,1998.9,1849.1,0.3337,0.5512,0.39,1.37,77.9,⏸️ WAIT,確信度不足
7220.T,2713.0,3026.1,2556.4,0.3336,0.5639,1.64,0.67,27.3,⏸️ WAIT,確信度不足
9005.T,1672.0,1715.4,1650.3,0.3336,0.5673,-0.15,1.03,42.4,⏸️ WAIT,確信度不足
1801.T,12470.0,13277.1,12066.4,0.3335,0.5645,0.58,1.05,108.2,⏸️ WAIT,確信度不足
3941.T,1500.5,1567.1,1467.2,0.3335,0.5663,0.53,1.13,12.5,⏸️ WAIT,確信度不足
7276.T,2599.0,2703.6,2546.7,0.3335,0.5383,0.72,1.19,19.9,⏸️ WAIT,確信度不足
8601.T,1842.0,1924.6,1800.7,0.3335,0.5488,0.51,1.08,70.3,⏸️ WAIT,確信度不足
9042.T,4617.0,4766.0,4542.5,0.3335,0.5704,0.01,1.29,27.5,⏸️ WAIT,確信度不足
7272.T,1731.5,1850.6,1671.9,0.3334,0.5428,0.64,1.07,118.4,⏸️ WAIT,確信度不足
3498.T,7130.0,7634.5,6877.7,0.3333,0.5651,0.6,1.21,13.8,⏸️ WAIT,確信度不足
4042.T,2566.0,2667.4,2515.3,0.3333,0.5507,0.6,1.08,25.7,⏸️ WAIT,確信度不足
4689.T,544.4000244140625,574.5,529.3,0.3333,0.5672,0.22,1.3,86.5,⏸️ WAIT,確信度不足
7752.T,1579.0,1654.3,1541.4,0.3333,0.545,0.35,1.08,31.4,⏸️ WAIT,確信度不足
5714.T,8885.0,9729.1,8462.9,0.3331,0.5709,1.34,1.08,41.3,⏸️ WAIT,確信度不足
8804.T,3288.0,3403.3,3230.4,0.3331,0.5581,0.26,1.42,26.4,⏸️ WAIT,確信度不足
2212.T,3867.0,4027.9,3786.6,0.3328,0.5702,-0.46,0.95,23.2,⏸️ WAIT,確信度不足
6058.T,1880.0,2076.7,1781.6,0.3328,0.561,0.89,0.95,10.8,⏸️ WAIT,確信度不足
4732.T,1916.5,1972.0,1888.8,0.3327,0.5533,0.11,1.28,23.8,⏸️ WAIT,確信度不足
5805.T,13600.0,15092.9,12853.6,0.3327,0.5696,1.72,1.0,39.2,⏸️ WAIT,確信度不足
7211.T,368.0,396.3,353.9,0.3327,0.5522,1.03,0.77,37.9,⏸️ WAIT,確信度不足
3405.T,1766.5,1852.2,1723.6,0.3325,0.5404,0.19,1.07,23.3,⏸️ WAIT,確信度不足
4661.T,3085.0,3226.3,3014.4,0.3325,0.579,0.07,1.0,177.0,⏸️ WAIT,確信度不足
8060.T,3658.0,3819.3,3577.4,0.3325,0.5529,0.2,1.45,10.4,⏸️ WAIT,確信度不足
4751.T,1231.5,1292.4,1201.1,0.3324,0.5433,0.4,0.98,62.2,⏸️ WAIT,確信度不足
2282.T,6247.0,6473.0,6134.0,0.3323,0.5635,-0.1,1.29,38.4,⏸️ WAIT,確信度不足
3350.T,249.0,304.6,221.2,0.3323,0.5513,1.74,0.48,66.6,⏸️ WAIT,確信度不足
2782.T,4660.0,4942.1,4518.9,0.3322,0.5762,0.4,1.06,21.4,⏸️ WAIT,確信度不足
7201.T,311.70001220703125,332.6,301.2,0.3322,0.5583,1.13,0.95,116.6,⏸️ WAIT,確信度不足
7581.T,6740.0,7201.1,6509.4,0.3322,0.5658,0.28,0.89,35.6,⏸️ WAIT,確信度不足
7826.T,10330.0,11617.1,9686.4,0.3321,0.5708,2.17,0.84,79.2,⏸️ WAIT,確信度不足
7988.T,4899.0,5119.9,4788.6,0.3321,0.5632,0.47,0.9,13.6,⏸️ WAIT,確信度不足
9983.T,66480.0,69694.8,64872.6,0.3321,0.5593,0.35,1.22,816.4,⏸️ WAIT,確信度不足
2267.T,2816.0,2908.3,2769.9,0.332,0.5696,-0.15,0.93,28.2,⏸️ WAIT,確信度不足
3186.T,2915.0,3126.6,2809.2,0.332,0.5438,1.27,1.01,19.1,⏸️ WAIT,確信度不足
5110.T,1996.5,2121.3,1934.1,0.332,0.5509,0.72,0.73,55.5,⏸️ WAIT,確信度不足
4902.T,595.4000244140625,641.3,572.4,0.3319,0.5503,0.65,0.8,31.7,⏸️ WAIT,確信度不足
7701.T,3742.0,3890.0,3668.0,0.3319,0.5644,0.59,1.25,43.0,⏸️ WAIT,確信度不足
6857.T,31720.0,35311.4,29924.3,0.3318,0.5709,1.59,1.1,3366.7,⏸️ WAIT,確信度不足
5105.T,3693.0,3903.1,3587.9,0.3317,0.567,1.08,1.25,87.4,⏸️ WAIT,確信度不足
5108.T,3777.0,3920.6,3705.2,0.3317,0.5479,0.24,1.3,158.7,⏸️ WAIT,確信度不足
8233.T,2099.5,2227.8,2035.3,0.3317,0.5555,0.25,1.01,46.0,⏸️ WAIT,確信度不足
9861.T,3790.0,3926.3,3721.8,0.3317,0.5493,-0.05,1.15,11.4,⏸️ WAIT,確信度不足
7936.T,3989.0,4300.1,3833.4,0.3316,0.5762,0.47,0.7,291.4,⏸️ WAIT,確信度不足
5019.T,1648.0,1746.6,1598.7,0.3315,0.573,0.21,1.13,106.0,⏸️ WAIT,確信度不足
7182.T,3290.0,3476.0,3197.0,0.3315,0.5608,0.33,1.35,166.9,⏸️ WAIT,確信度不足
7741.T,22690.0,23836.4,22116.8,0.3314,0.5632,0.47,1.01,276.7,⏸️ WAIT,確信度不足
6862.T,4310.0,4892.1,4018.9,0.3313,0.5784,2.02,0.87,15.2,⏸️ WAIT,確信度不足
6508.T,10320.0,11400.0,9780.0,0.3312,0.5638,1.77,0.9,24.2,⏸️ WAIT,確信度不足
4461.T,12480.0,14154.3,11642.9,0.3311,0.5711,2.44,0.74,26.6,⏸️ WAIT,確信度不足
3088.T,2473.5,2580.6,2420.0,0.331,0.553,-0.06,1.23,40.2,⏸️ WAIT,確信度不足
1802.T,3012.0,3145.1,2945.4,0.3309,0.5661,0.42,1.19,85.7,⏸️ WAIT,確信度不足
3116.T,2243.5,2343.4,2193.5,0.3309,0.5513,0.63,1.12,14.0,⏸️ WAIT,確信度不足
4373.T,1107.0,1185.0,1068.0,0.3308,0.5595,0.42,0.88,16.8,⏸️ WAIT,確信度不足
2175.T,2583.0,2731.6,2508.7,0.3307,0.5509,0.3,0.98,11.5,⏸️ WAIT,確信度不足
4613.T,2812.5,2891.4,2773.0,0.3307,0.5752,0.32,1.2,23.7,⏸️ WAIT,確信度不足
8593.T,1382.0,1418.1,1364.0,0.3307,0.5564,0.07,1.05,51.2,⏸️ WAIT,確信度不足
5713.T,9484.0,10673.1,8889.4,0.3306,0.5657,1.76,1.34,266.7,⏸️ WAIT,確信度不足
6724.T,3050.0,3226.8,2961.6,0.3306,0.5524,0.71,1.18,47.2,⏸️ WAIT,確信度不足
2002.T,2039.5,2103.6,2007.5,0.3305,0.5661,-0.29,1.26,20.8,⏸️ WAIT,確信度不足
5444.T,12250.0,12813.6,11968.2,0.3305,0.5534,0.26,1.24,14.1,⏸️ WAIT,確信度不足
5726.T,2510.0,2748.6,2390.7,0.3305,0.5772,0.85,0.69,20.5,⏸️ WAIT,確信度不足
2809.T,4545.0,4711.1,4461.9,0.3304,0.5587,-0.23,1.17,13.6,⏸️ WAIT,確信度不足
8111.T,2090.0,2161.7,2054.1,0.3304,0.571,0.1,0.93,10.9,⏸️ WAIT,確信度不足
5202.T,495.0,498.1,493.4,0.3303,0.5714,0.06,0.21,13.2,⏸️ WAIT,確信度不足
8031.T,5060.0,5321.4,4929.3,0.3303,0.5564,0.08,1.32,301.3,⏸️ WAIT,確信度不足
4151.T,2191.5,2353.1,2110.7,0.3302,0.558,0.61,0.92,44.7,⏸️ WAIT,確信度不足
4202.T,1393.0,1449.8,1364.6,0.3302,0.5599,0.64,1.06,10.5,⏸️ WAIT,確信度不足
7202.T,2190.0,2302.7,2133.6,0.3302,0.5595,0.87,0.98,60.4,⏸️ WAIT,確信度不足
7278.T,5810.0,5987.1,5721.4,0.3301,0.5514,0.41,1.11,18.6,⏸️ WAIT,確信度不足
4443.T,1961.0,2162.7,1860.1,0.3299,0.5546,0.35,0.59,24.7,⏸️ WAIT,確信度不足
7906.T,2385.0,2555.9,2299.6,0.3299,0.5725,0.11,0.68,12.4,⏸️ WAIT,確信度不足
9009.T,1382.5,1433.3,1357.1,0.3299,0.5699,0.12,1.24,26.6,⏸️ WAIT,確信度不足
7259.T,2230.5,2334.7,2178.4,0.3298,0.5537,0.66,1.03,68.9,⏸️ WAIT,確信度不足
7912.T,3029.0,3164.9,2961.1,0.3298,0.5732,0.51,1.3,39.4,⏸️ WAIT,確信度不足
6471.T,1043.5,1098.8,1015.9,0.3297,0.5519,1.11,1.07,31.7,⏸️ WAIT,確信度不足
9147.T,5402.0,5672.3,5266.9,0.3295,0.5517,0.48,1.2,53.7,⏸️ WAIT,確信度不足
2432.T,2496.0,2618.8,2434.6,0.3294,0.56,0.18,0.97,27.6,⏸️ WAIT,確信度不足
5411.T,1820.0,1916.1,1771.9,0.3294,0.5606,0.54,1.04,92.5,⏸️ WAIT,確信度不足
7453.T,4005.0,4250.6,3882.2,0.3292,0.5538,0.45,1.31,122.7,⏸️ WAIT,確信度不足
9201.T,2964.0,3061.0,2915.5,0.3291,0.5724,0.41,1.25,55.9,⏸️ WAIT,確信度不足
9513.T,4166.0,4362.4,4067.8,0.3291,0.5574,0.18,1.81,22.1,⏸️ WAIT,確信度不足
8058.T,5005.0,5274.7,4870.1,0.3288,0.5665,0.28,1.23,396.8,⏸️ WAIT,確信度不足
2801.T,1671.0,1747.1,1632.9,0.3287,0.5544,-0.31,1.2,67.9,⏸️ WAIT,確信度不足
2127.T,627.9000244140625,656.2,613.8,0.3286,0.5663,0.33,1.21,34.1,⏸️ WAIT,確信度不足
6920.T,34570.0,38295.7,32707.1,0.3286,0.5765,1.51,0.79,1356.2,⏸️ WAIT,確信度不足
7261.T,1140.0,1211.9,1104.0,0.3286,0.5527,0.8,0.72,90.0,⏸️ WAIT,確信度不足
6814.T,7100.0,7625.0,6837.5,0.3285,0.5644,1.08,0.94,18.8,⏸️ WAIT,確信度不足
6988.T,3205.0,3400.7,3107.1,0.3285,0.5505,0.56,1.1,107.4,⏸️ WAIT,確信度不足
6473.T,2013.5,2162.5,1939.0,0.3282,0.5506,0.78,0.99,29.4,⏸️ WAIT,確信度不足
3064.T,1906.5,2003.0,1858.2,0.3281,0.5688,0.14,0.87,37.4,⏸️ WAIT,確信度不足
9501.T,540.9000244140625,588.4,517.2,0.328,0.5598,0.73,0.92,217.4,⏸️ WAIT,確信度不足
9531.T,6275.0,6558.7,6133.1,0.328,0.5618,0.07,1.11,57.7,⏸️ WAIT,確信度不足
6770.T,2216.0,2361.4,2143.3,0.3279,0.5556,0.87,0.94,44.6,⏸️ WAIT,確信度不足
8002.T,5049.0,5325.4,4910.8,0.3279,0.5623,0.23,1.3,219.8,⏸️ WAIT,確信度不足
9404.T,2951.5,3066.6,2893.9,0.3279,0.5576,0.09,1.13,11.8,⏸️ WAIT,確信度不足
9507.T,2174.5,2326.4,2098.6,0.3279,0.5711,0.56,1.35,26.1,⏸️ WAIT,確信度不足
1808.T,2719.5,2829.1,2664.7,0.3278,0.5567,0.24,1.13,27.5,⏸️ WAIT,確信度不足
6330.T,2736.0,3179.4,2514.3,0.3278,0.5724,1.27,1.02,258.9,⏸️ WAIT,確信度不足
8439.T,2658.0,2781.7,2596.1,0.3278,0.5578,0.28,1.07,14.5,⏸️ WAIT,確信度不足
6098.T,15500.0,16730.7,14884.6,0.3276,0.5589,1.05,1.11,681.8,⏸️ WAIT,確信度不足
7203.T,3031.0,3176.6,2958.2,0.3276,0.5566,0.67,1.19,686.2,⏸️ WAIT,確信度不足
3003.T,1740.5,1793.3,1714.1,0.3275,0.5718,0.09,1.24,30.4,⏸️ WAIT,確信度不足
7269.T,2047.0,2168.2,1986.4,0.3275,0.5669,0.79,1.21,123.5,⏸️ WAIT,確信度不足
8801.T,1491.0,1553.8,1459.6,0.3275,0.5648,0.17,1.37,133.0,⏸️ WAIT,確信度不足
8766.T,7970.0,8336.6,7786.7,0.3274,0.554,0.28,1.27,395.0,⏸️ WAIT,確信度不足
5020.T,1441.0,1520.7,1401.1,0.3272,0.5744,0.48,1.27,155.0,⏸️ WAIT,確信度不足
3697.T,834.5,913.6,794.9,0.3271,0.565,-0.06,0.81,43.0,⏸️ WAIT,確信度不足
6448.T,4363.0,4624.4,4232.3,0.3271,0.5491,0.44,1.17,49.0,⏸️ WAIT,確信度不足
8035.T,51460.0,56212.9,49083.6,0.3269,0.5707,1.28,1.21,1701.0,⏸️ WAIT,確信度不足
4023.T,4325.0,4521.4,4226.8,0.3267,0.5619,0.21,0.85,10.5,⏸️ WAIT,確信度不足
8750.T,1883.0,1969.7,1839.6,0.3266,0.555,0.35,1.29,140.6,⏸️ WAIT,確信度不足
3626.T,3882.0,4082.4,3781.8,0.3263,0.5616,0.09,1.11,32.9,⏸️ WAIT,確信度不足
6305.T,5633.0,6000.0,5449.5,0.3263,0.5589,0.29,1.05,67.4,⏸️ WAIT,確信度不足
3231.T,902.0,924.6,890.7,0.3262,0.558,0.23,1.52,31.5,⏸️ WAIT,確信度不足
6523.T,1224.0,1330.4,1170.8,0.3261,0.5548,0.57,0.91,10.9,⏸️ WAIT,確信度不足
